cid,movie_id,department,gender,person_id,job,name
102364,9826,Production,2,12288,Producer,"Robert Evans"
102380,9827,Production,2,29923,Producer,"Dean R. Koontz"
102381,9827,Production,2,1307,Producer,"Bob Weinstein"
102382,9827,Production,2,59839,Producer,"Harvey Weinstein"
102383,9827,Writing,2,29923,Screenplay,"Dean R. Koontz"
102384,9827,Directing,2,55116,Director,"Joe Chappelle"
102385,9827,Sound,2,28954,Music,"David Williamson"
102386,9827,Camera,0,51643,"Director of Photography","Greg Littlewood"
102387,9827,Editing,2,55955,Editor,"Randy Bricker"
102391,27223,Directing,2,13,Director,"Albert Brooks"
102392,27223,Writing,2,13,Writer,"Albert Brooks"
102393,27223,Writing,0,11368,Writer,"Monica Mcgowan Johnson"
102399,27224,Directing,1,63713,Director,"Martha Coolidge"
102416,27225,Directing,2,1927,Director,"Blake Edwards"
102417,27225,Sound,2,1938,"Original Music Composer","Henry Mancini"
102418,27225,Writing,2,1927,Screenplay,"Blake Edwards"
102419,33766,Directing,1,146150,Director,"Joyce Chopra"
102429,27236,Directing,2,20921,Director,"Monte Hellman"
102430,27236,Writing,2,64065,Writer,"Rudy Wurlitzer"
102431,27236,Writing,2,97353,Writer,"Will Corry"
102434,27236,Production,2,12401,Producer,"Gary Kurtz"
102435,27236,Production,2,97355,Producer,"Michael Laughlin"
102436,27236,Camera,2,97356,"Director of Photography","Jack Deerson"
102437,27236,Production,2,2871,Casting,"Fred Roos"
102449,33783,Directing,2,111338,Director,"Adam Bernstein"
102450,33783,Writing,0,111340,Writer,"Jim Emerson"
102451,33783,Writing,1,11806,Characters,"Julia Sweeney"
102454,9833,Directing,2,5572,Director,"Joel Schumacher"
102455,9833,Writing,2,65360,Screenplay,"Andrew Lloyd Webber"
102456,9833,Writing,2,5572,Screenplay,"Joel Schumacher"
102461,9833,Production,2,65360,Producer,"Andrew Lloyd Webber"
102467,9835,Directing,2,12936,Director,"Jim Abrahams"
102468,9835,Writing,2,12936,Screenplay,"Jim Abrahams"
102469,9835,Camera,0,59790,"Director of Photography","Pierre Letarte"
102470,9835,Editing,0,51758,Editor,"Terry Stokes"
102475,9837,Directing,1,59803,Director,"Brenda Chapman"
102476,9837,Directing,2,44113,Director,"Steve Hickner"
102477,9837,Directing,2,21879,Director,"Simon Wells"
102478,9837,Production,1,12065,Producer,"Penney Finkelman Cox"
102479,9837,Production,2,12062,Producer,"Jeffrey Katzenberg"
102480,9837,Production,2,488,Producer,"Steven Spielberg"
102481,9837,Production,1,12066,Producer,"Sandra Rabins"
102482,9837,Editing,0,44119,Editor,"Nick Fletcher"
102500,9837,Writing,2,37078,Screenplay,"Philip LaZebnik"
102501,9837,Writing,2,1788,Screenplay,"Nicholas Meyer"
102506,27245,Directing,2,144014,Director,"Gakuryû Ishii"
102507,27245,Writing,2,144014,Writer,"Gakuryû Ishii"
102511,27256,Directing,2,32919,Director,"Anthony Asquith"
102512,27256,Production,0,97421,Producer,"Teddy Baird"
102513,27256,Editing,0,25825,Editor,"John D. Guthridge"
102524,33796,Directing,2,19450,Director,"Bob Rafelson"
102529,9838,Directing,0,18669,Director,"J. Lee Thompson"
102530,9838,Writing,2,59805,Novel,"H. Rider Haggard"
102531,9838,Writing,2,56953,Screenplay,"Gene Quintano"
102532,9838,Writing,0,59806,Screenplay,"James R. Silke"
102533,9838,Production,2,33009,Producer,"Yoram Globus"
102534,9838,Production,2,33008,Producer,"Menahem Golan"
102535,9838,Sound,2,1760,"Original Music Composer","Jerry Goldsmith"
102536,9838,Editing,2,10219,Editor,"John Shirley"
102537,9839,Directing,2,10702,Director,"Martin Campbell"
102538,9839,Production,2,5379,Producer,"Dan Halsted"
102539,9839,Writing,0,18263,Author,"Caspian Tredwell-Owen"
102540,9839,Production,0,41892,"Executive Producer","Geyer Kosinski"
102541,9839,Production,2,286,Producer,"Lloyd Phillips"
102542,9839,Production,0,12754,"Executive Producer","Roland Pellegrino"
102543,9839,Sound,2,1729,"Original Music Composer","James Horner"
102544,9839,Production,2,12756,Producer,"John D. Schofield"
102545,9839,Production,1,18457,Casting,"Pam Dixon"
102546,9839,Art,2,7203,"Production Design","Wolf Kroeger"
102547,9839,Art,0,8680,"Set Decoration","Jim Erickson"
102548,9839,Art,0,19690,"Art Direction","Jonathan Hely-Hutchinson"
102549,9839,Camera,0,10709,"Director of Photography","Phil Meheux"
102550,9839,Editing,2,58096,Editor,"Nicholas Beauman"
102551,9839,Art,2,17829,"Art Direction","Claude Paré"
102552,9839,Production,0,59792,Producer,"Philip A. Patterson"
102561,9839,"Costume & Make-Up",0,59793,"Costume Design","Norma Moriceau"
102578,9840,Directing,0,19377,Director,"Erick Zonca"
102579,9840,Writing,0,19377,Screenplay,"Erick Zonca"
102580,9840,Writing,2,32502,Screenplay,"Roger Bohbot"
102581,9840,Camera,1,14196,"Director of Photography","Agnès Godard"
102582,9840,Sound,0,2422,"Original Music Composer","Yann Tiersen"
102608,27259,Directing,2,50757,Director,"Marcus Adams"
102613,27260,Writing,0,89860,Novel,"Aldous Huxley"
102614,27260,Directing,1,155598,Director,"Leslie Libman"
102615,27260,Directing,0,108344,Director,"Larry Williams"
102619,27265,Directing,2,13,Director,"Albert Brooks"
102620,27265,Writing,2,13,Writer,"Albert Brooks"
102621,27265,Writing,0,11368,Writer,"Monica Mcgowan Johnson"
102628,33796,Writing,2,69566,Novel,"William Harrison"
102629,33796,Writing,2,69566,Screenplay,"William Harrison"
102630,33796,Writing,2,19450,Screenplay,"Bob Rafelson"
102631,9844,Production,2,35508,Producer,"Michael Besman"
102632,9844,Directing,2,57579,Director,"Don Roos"
102633,9844,Writing,2,57579,Screenplay,"Don Roos"
102634,9844,Production,2,56886,Producer,"David Kirkpatrick"
102635,27271,Directing,0,21544,Director,"Richard C. Sarafian"
102645,27271,Writing,0,1185060,Writer,"Michael Thomas Montgomery"
102646,27271,Production,2,11369,"Executive Producer","Herb Nanas"
102647,27271,Production,0,1185061,"Executive Producer","Ben Scotti"
102648,27271,Production,2,30122,Producer,"Tony Scotti"
102649,27271,Sound,2,1030544,"Original Music Composer","Don Preston"
102650,27271,Camera,2,20823,"Director of Photography","Peter Lyons Collister"
102651,27271,Editing,0,1185062,Editor,"Gregory Prange"
102652,27271,Art,0,1185063,"Art Direction","Wayne Springfield"
102654,27273,Directing,2,16410,Director,"Jules Bass"
102655,27273,Directing,2,16411,Director,"Arthur Rankin, Jr."
102665,27274,Directing,0,86250,Director,"Frank Henenlotter"
102666,27274,Writing,0,86250,Writer,"Frank Henenlotter"
102667,27274,Writing,0,99041,Writer,"Robert Martin"
102694,13098,Directing,2,80215,Director,"Charles Stone III"
102697,9844,Sound,2,20836,"Original Music Composer","Mason Daring"
102698,9844,Editing,2,59870,Editor,"David Codron"
102699,9844,Camera,2,59871,"Director of Photography","Hubert Taczanowski"
102713,9845,Directing,0,57865,Director,"Álex de la Iglesia"
102714,9845,Writing,2,6586,Screenplay,"Barry Gifford"
102715,9845,Writing,2,59879,Screenplay,"David Trueba"
102716,9845,Production,2,13159,Producer,"Andrés Vicente Gómez"
102717,9845,Sound,2,7741,"Original Music Composer","Simon Boswell"
102718,9845,Camera,0,59528,"Director of Photography","Flavio Martínez Labiano"
102719,9845,Editing,0,59881,Editor,"Teresa Font"
102727,9846,Directing,0,15175,Director,"William Friedkin"
102728,9846,Writing,2,47641,Screenplay,"Gerald Petievich"
102729,9846,Writing,2,47641,Novel,"Gerald Petievich"
102730,9846,Writing,0,15175,Screenplay,"William Friedkin"
102731,9846,Production,0,59875,Producer,"Irving H. Levin"
102732,9846,Production,2,59876,"Executive Producer","Samuel Schulman"
102733,9846,Sound,2,59877,"Original Music Composer","Darren Costin"
102734,9846,Sound,0,59878,"Original Music Composer","Nick Feldman"
102735,9846,Sound,0,59880,"Original Music Composer","Jack Hues"
102736,9846,Camera,2,1632,"Director of Photography","Robby Müller"
102737,9846,Editing,2,23926,Editor,"M. Scott Smith"
102749,9849,Directing,2,18281,Director,"Donald Petrie"
102750,9849,Writing,1,56054,Screenplay,"Sherri Stoner"
102751,9849,Writing,1,56055,Screenplay,"Deanna Oliver"
102752,9849,Production,2,63999,Producer,"Jerry Leider"
102773,27277,Directing,2,18579,Director,"Burt Kennedy"
102774,27281,Directing,0,18254,Director,"Simon Wincer"
102775,27281,Writing,2,21155,Writer,"Jim Kouf"
102780,13098,Production,2,60545,Producer,"Damon Dash"
102782,13098,Production,2,84932,Producer,Jay-Z
102783,13098,Production,0,68766,"Executive Producer","Jesse Berdinka"
102784,13098,Production,2,93011,"Executive Producer","Ron Rotholz"
102785,33828,Directing,2,4387,Director,"François Ozon"
102786,33828,Writing,2,4387,Writer,"François Ozon"
102790,9869,Directing,2,13015,Director,"Phillip Noyce"
102791,9869,Writing,2,38568,Author,"Tom Clancy"
102792,9869,Writing,0,15304,Screenplay,"W. Peter Iliff"
102793,9869,Writing,2,59906,Screenplay,"Donald Stewart"
102794,9869,Production,2,4611,Producer,"Mace Neufeld"
102795,9869,Production,2,4612,Producer,"Robert Rehme"
102796,9869,Sound,2,1729,"Original Music Composer","James Horner"
102797,9869,Camera,2,1095,"Director of Photography","Donald McAlpine"
102798,9869,Editing,2,2122,Editor,"William Hoy"
102799,9869,Editing,2,7231,Editor,"Neil Travis"
102825,9871,Directing,2,43,Director,"John Fawcett"
102826,9871,Writing,1,59931,Screenplay,"Karen Walton"
102827,9871,Production,0,59933,Producer,"Karen Lee Hall"
102828,9871,Production,2,59935,Producer,"Steven Hoban"
102829,9871,Production,0,59936,"Executive Producer","Dan Lyon"
102830,9871,Production,0,59937,"Executive Producer","Alicia Reilly Larson"
102831,9871,Production,2,59938,"Executive Producer","Noah Segal"
102832,9871,Sound,2,59939,"Original Music Composer","Mike Shields"
102833,9871,Camera,0,59940,"Director of Photography","Thom Best"
102834,9871,Editing,2,51034,Editor,"Brett Sullivan"
102841,9872,Writing,2,59943,Screenplay,"Eric Luke"
102842,9872,Production,2,59944,Producer,"David Bombyk"
102843,9872,Production,2,11302,Producer,"Edward S. Feldman"
102844,9872,Production,2,16154,"Executive Producer","Michael Finnell"
102845,9872,Sound,2,1760,"Original Music Composer","Jerry Goldsmith"
102846,9872,Camera,2,16156,"Director of Photography","John Hora"
102847,9872,Editing,1,16157,Editor,"Tina Hirsch"
102848,9872,Directing,2,4600,Director,"Joe Dante"
102866,9873,Directing,2,43786,Director,"Robert Mandel"
102867,9873,Production,0,14696,Producer,"Dodi Fayed"
102868,9873,Production,2,59948,Producer,"Jack Wiener"
102869,9873,Production,2,59949,"Executive Producer","Michael Peyser"
102870,9873,Sound,2,10494,"Original Music Composer","Bill Conti"
102871,9873,Camera,2,4008,"Director of Photography","Miroslav Ondříček"
102872,9873,Editing,2,5056,Editor,"Terry Rawlings"
102888,27281,Writing,2,56953,Writer,"Gene Quintano"
102893,33828,Camera,0,420757,"Director of Photography","Pierre Stoeber"
102894,33828,Sound,0,19375,"Sound Engineer","François Guillaume"
102895,33828,Editing,0,32229,Editor,"Dominique Petrot"
102896,33828,Sound,2,4403,"Original Music Composer","Philippe Rombi"
102902,9874,Directing,2,16566,Director,"George P. Cosmatos"
102903,9874,Writing,0,59951,Novel,"Paula Gosling"
102904,9874,Writing,2,16483,Screenplay,"Sylvester Stallone"
102905,9874,Production,2,33009,Producer,"Yoram Globus"
102906,9874,Production,2,33008,Producer,"Menahem Golan"
102907,9874,Production,2,4506,"Executive Producer","James D. Brubaker"
102910,13105,Directing,2,67411,Director,"Stan Dragoti"
102911,13105,Writing,2,11505,Writer,"John Hughes"
102919,33828,Art,0,579258,"Set Decoration","Arnaud de Mauleron"
102922,33831,Directing,2,23213,Director,"Harold Becker"
102923,33831,Writing,0,165303,Novel,"Joseph Wambaugh"
102924,33831,Writing,0,165303,Screenplay,"Joseph Wambaugh"
102942,33831,Writing,2,27,Screenplay,"Eric Roth"
102943,33831,Production,2,13718,Producer,"Walter Coblenz"
102944,33831,Sound,0,1061352,"Original Music Composer","Eumir Deodato"
102945,33831,Crew,0,41151,Cinematography,"Charles Rosher Jr."
102946,33831,Editing,2,2512,Editor,"John W. Wheeler"
102947,33831,Production,2,1263,Casting,"Lynn Stalmaster"
102948,33831,Art,2,14900,"Production Design","Brian Eatwell"
102950,9874,Sound,2,58120,"Original Music Composer","Sylvester Levay"
102951,9874,Camera,2,1728,"Director of Photography","Ric Waite"
102952,9874,Editing,2,13432,Editor,"James R. Symons"
102953,9874,Editing,2,15005,Editor,"Don Zimmerman"
102954,9874,Production,2,61232,Producer,"Tony Munafo"
102964,9874,Production,1,4673,Casting,"Joy Todd"
102965,9874,"Costume & Make-Up",2,798,"Costume Design","Tom Bronson"
102966,9876,Directing,2,1724,Director,"Roger Spottiswoode"
102967,9876,Writing,0,59954,Screenplay,"Blake Snyder"
102968,9876,Writing,2,57341,Screenplay,"William Osborne"
102969,9876,Writing,2,21075,Screenplay,"William Davies"
102970,9876,Production,2,51612,"Executive Producer","Todd Black"
102971,9876,Production,2,21024,"Executive Producer","Joe Wizan"
102972,9876,Production,2,8860,Producer,"Michael C. Gross"
102973,9876,Production,2,57601,Producer,"Joe Medjuck"
102974,9876,Production,2,8858,Producer,"Ivan Reitman"
102975,9876,Sound,2,37,Music,"Alan Silvestri"
102976,9876,Camera,2,59955,"Director of Photography","Frank Tidy"
102977,9876,Editing,0,53008,Editor,"Mark Conte"
102978,9876,Editing,0,53009,Editor,"Lois Freeman-Fox"
102987,9877,Directing,2,59958,Director,"Jamie Blanks"
102988,9877,Writing,2,59959,Screenplay,"Silvio Horta"
102989,9877,Production,2,59960,"Executive Producer","Brad Luff"
102990,9877,Production,0,59961,"Executive Producer","Brian Leslie Parker"
102991,9877,Production,1,59963,Producer,"Gina Matthews"
102992,9877,Production,2,9034,Producer,"Michael McDonnell"
102993,9877,Production,2,11874,Producer,"Neal H. Moritz"
103000,9877,Camera,2,59969,"Director of Photography","James Chressanthis"
103001,9877,Editing,2,13227,Editor,"Jay Cassidy"
103014,9879,Writing,0,41550,Screenplay,"Andrew Bergman"
103015,9879,Directing,0,41550,Director,"Andrew Bergman"
103016,9879,Camera,2,5582,"Director of Photography","Stephen Goldblatt"
103017,9879,Editing,1,6346,Editor,"Anne V. Coates"
103018,9879,Production,2,31143,Producer,"Mike Lobell"
103019,9879,Production,0,41550,Producer,"Andrew Bergman"
103020,9879,Production,2,59970,"Executive Producer","Joseph Hartwick"
103028,33839,Directing,2,80570,Director,"Walter Lang"
103039,33851,Directing,0,17281,Director,"Mike Hodges"
103040,33851,Writing,0,928465,Novel,"Jack Higgins"
103054,9880,Directing,2,1201,Director,"Garry Marshall"
103055,9880,Writing,1,59972,Screenplay,"Gina Wendkos"
103056,9880,Production,2,38415,Producer,"Mario Iscovich"
103057,9880,Production,1,8851,Producer,"Whitney Houston"
103058,9880,Production,1,59973,Producer,"Debra Martin Chase"
103059,9880,Camera,2,8677,"Director of Photography","Karl Walter Lindenlaub"
103060,9880,Editing,0,12970,Editor,"Bruce Green"
103071,9882,Directing,2,9181,Director,"Edward Zwick"
103072,9882,Writing,2,59978,Screenplay,"Lawrence Wright"
103073,9882,Production,2,59979,"Executive Producer","Peter Schindler"
103074,9882,Production,2,9181,Producer,"Edward Zwick"
103075,9882,Production,1,2162,Producer,"Lynda Obst"
103076,9882,Camera,2,151,"Director of Photography","Roger Deakins"
103077,9882,Editing,2,2484,Editor,"Steven Rosenblum"
103091,9884,Directing,2,12989,Director,"Andrew Davis"
103092,9884,Writing,2,2123,Screenplay,"Ronald Roose"
103093,9884,Writing,2,59986,Screenplay,"David Griffiths"
103094,9884,Writing,2,59987,Screenplay,"Peter Griffiths"
103095,9884,Sound,2,55651,Music,"Salvatore Basile"
103096,9884,Camera,2,2723,"Director of Photography","Adam Greenberg"
103097,9884,Editing,0,15842,Editor,"Dov Hoenig"
103098,9884,Editing,2,5584,Editor,"Dennis Virkler"
103099,9884,Production,2,13017,"Executive Producer","Hawk Koch"
103100,9884,Production,2,1788,"Executive Producer","Nicholas Meyer"
103101,9884,Production,2,11813,Producer,"David Foster"
103102,9884,Production,2,1202,Producer,"Steven Reuther"
103111,9884,Production,1,2031,Casting,"Amanda Mackey"
103119,27303,Directing,0,57090,Director,"Brett Leonard"
103120,27303,Writing,2,29923,Novel,"Dean R. Koontz"
103121,27303,Writing,2,12047,Screenplay,"Andrew Kevin Walker"
103156,27307,Directing,2,87565,Director,"Savage Steve Holland"
103157,27307,Writing,0,53274,Writer,"Terrel Seltzer"
103158,27307,Production,2,5381,Producer,"Michael Shamberg"
103159,27307,Production,1,56760,Producer,"Elizabeth Cantillon"
103160,27307,Production,0,551938,Producer,"James Herbert"
103173,33875,Directing,2,73051,Director,"Jim Malone"
103174,33875,Directing,0,65429,Director,"Kunihiko Yuyama"
103175,33875,Writing,2,25761,Writer,"Hideki Sonoda"
103176,9884,Production,1,2532,Casting,"Cathy Sandrich"
103177,9884,"Costume & Make-Up",0,1206905,"Costume Design","James W. Tyson"
103178,9886,Directing,2,59997,Director,"Robert Longo"
103179,9886,Camera,0,56005,"Director of Photography","François Protat"
103180,9886,Editing,2,310,Editor,"Ronald Sanders"
103181,9886,Production,0,8310,"Executive Producer","Staffan Ahrenberg"
103182,9886,Production,0,59999,"Executive Producer","Victoria Hamburg"
103183,9886,Production,2,20182,"Executive Producer","Robert Lantos"
103184,9886,Production,2,8303,Producer,"Don Carmody"
103222,9886,Writing,2,150783,Writer,"William Gibson"
103223,9889,Directing,2,7395,Director,"Bobby Farrelly"
103224,9889,Directing,2,7396,Director,"Peter Farrelly"
103225,9889,Writing,2,7396,Screenplay,"Peter Farrelly"
103226,9889,Writing,2,7395,Screenplay,"Bobby Farrelly"
103227,9889,Writing,0,60006,Screenplay,"Sean Moynihan"
103228,9889,Production,2,7395,Producer,"Bobby Farrelly"
103229,9889,Production,2,7396,Producer,"Peter Farrelly"
103230,9889,Production,2,7407,Producer,"Bradley Thomas"
103231,9889,Production,2,7408,Producer,"Charles B. Wessler"
103232,9889,Sound,0,60009,Music,"William Goodrum"
103233,9889,Camera,2,8523,"Director of Photography","Russell Carpenter"
103234,9889,Editing,2,7414,Editor,"Christopher Greenbury"
103235,9889,Editing,2,58188,Editor,"Steve R. Moore"
103251,9890,Directing,2,7908,Director,"Frank Oz"
103252,9890,Writing,2,32588,Author,"Paul Rudnick"
103253,9890,Production,2,16296,"Executive Producer","Ronald M. Bozman"
103254,9890,Production,2,58470,Producer,"Donald De Line"
103255,9890,Production,2,2997,Producer,"Scott Rudin"
103256,9890,Sound,2,6489,"Original Music Composer","David Arnold"
103257,9890,Editing,2,330,Editor,"Jay Rabinowitz"
103258,9890,Writing,2,13019,Author,"Ira Levin"
103259,9890,Production,0,60011,"Executive Producer","Keri Selig"
103260,9890,Camera,0,60012,"Director of Photography","Rob Hahn"
103261,9890,Production,0,60010,Producer,"Gabriel Grunfeld"
103262,9890,Production,1,15426,Casting,"Laura Rosenthal"
103263,9890,Art,1,17951,"Set Decoration","Debra Schutt"
103264,9890,Production,2,14929,Producer,"Edgar J. Scherick"
103265,9890,Production,1,1046,Casting,"Juliet Taylor"
103266,9890,Production,0,60013,Producer,"Leslie J. Converse"
103267,27318,Writing,0,97559,Writer,"Jeremy Paige"
103268,27318,Directing,2,28399,Director,"Michael Cooney"
103277,27322,Directing,2,120515,Director,"Theodore Witcher"
103278,27322,Writing,2,120515,Writer,"Theodore Witcher"
103282,27324,Directing,2,26882,Director,"Kiyoshi Kurosawa"
103283,27324,Writing,2,26882,Writer,"Kiyoshi Kurosawa"
103284,27324,Production,2,19595,"Executive Producer","Yasuyoshi Tokuma"
103285,27324,Production,0,132935,Producer,"Hiroshi Yamamoto"
103286,27324,Sound,0,90504,"Original Music Composer","Takefumi Haketa"
103287,27324,Crew,2,27794,Cinematography,"Jun'ichirô Hayashi"
103288,27324,Editing,0,132936,Editor,"Jun'ichi Kikuchi"
103289,27324,Art,2,132937,"Production Design","Tomoyuki Maruo"
103290,27324,Crew,0,132938,"Visual Effects Art Director","Yoshihisa Kato"
103291,27324,Sound,0,132939,"Sound Director","Makio Ika"
103292,27324,"Visual Effects",0,132940,"Visual Effects Supervisor","Shûji Asano"
103293,27324,"Visual Effects",0,132941,Modeling,"Masaru Tateishi"
103294,27324,"Visual Effects",0,132941,"Visual Effects Supervisor","Masaru Tateishi"
103295,27324,Sound,0,132942,Music,Cocco
103296,27324,Crew,2,132943,"Sound Recordist","Toru Wada"
103297,27324,Directing,2,52811,Other,"Takeshi Furusawa"
103298,27324,Directing,0,132944,"Script Supervisor","Mikiko Koyama"
103321,27327,Directing,2,1150,Director,"Brian De Palma"
103327,13122,Directing,2,5140,Director,"Wes Craven"
103328,13122,Writing,2,5140,Writer,"Wes Craven"
103338,9890,Art,2,7716,"Production Design","Jackson De Govia"
103339,9890,"Costume & Make-Up",1,5493,"Costume Design","Ann Roth"
103347,9890,Art,2,60014,"Art Direction","Peter Rogness"
103361,9893,Directing,2,54597,Director,"Joe Nussbaum"
103362,9893,Production,1,57175,Producer,"Karen Lunder"
103363,9893,Production,2,50139,Producer,"Charles Weinstock"
103364,9893,Production,2,57174,Producer,"Bob Cooper"
103365,9893,Camera,2,51783,"Director of Photography","James L. Carter"
103366,9893,Editing,2,18276,Editor,"Craig Herring"
103367,9893,Production,1,19680,Casting,"Barbara Cohen"
103368,9893,Art,0,14378,"Art Direction","Drew Boughton"
103369,9893,Sound,1,60068,"Original Music Composer","Deborah Lurie"
103370,9893,Art,1,35513,"Set Decoration","Teresa Visinare"
103371,9893,"Costume & Make-Up",1,20745,"Costume Design","Pamela Withers"
103372,9893,Production,1,19679,Casting,"Mary Gail Artz"
103373,9893,Art,2,20825,"Production Design","Stephen McCabe"
103376,9893,Production,2,60070,"Executive Producer","Jeremiah Samuels"
103400,9894,Directing,2,7399,Director,"Ben Stiller"
103401,9894,Writing,0,60082,Screenplay,"Lou Holtz Jr."
103402,9894,Production,2,41039,Producer,"Judd Apatow"
103403,9894,Production,2,50728,Producer,"Andrew Licht"
103404,9894,Production,0,60083,"Executive Producer","Marc Gurvitz"
103405,9894,Production,2,1298,"Executive Producer","Brad Grey"
103406,9894,Production,2,8859,"Executive Producer","Bernie Brillstein"
103407,9894,Production,2,59354,Producer,"Jeffrey A. Mueller"
103408,9894,Camera,2,56988,"Director of Photography","Robert Brinkmann"
103409,9894,Editing,2,9647,Editor,"Steven Weisberg"
103420,9894,Sound,2,9039,Music,"John Ottman"
103428,27327,Writing,2,1150,Writer,"Brian De Palma"
103429,27327,Production,2,32035,Producer,"Edward R. Pressman"
103430,27327,Sound,2,35040,"Original Music Composer","Paul Williams"
103431,27327,Camera,0,1043953,"Director of Photography","Larry Pizer"
103432,27327,Editing,2,10766,Editor,"Paul Hirsch"
103433,27329,Directing,2,565524,Director,"Chatrichalerm Yukol"
103439,27331,Directing,2,14773,Director,"Don Siegel"
103441,27331,Writing,0,234816,Novel,"John Reese"
103442,27331,Writing,0,153760,Screenplay,"Howard Rodman"
103443,27331,Writing,2,14776,Screenplay,"Dean Riesner"
103444,27331,Production,2,14825,"Executive Producer","Jennings Lang"
103445,27331,Production,2,14773,Producer,"Don Siegel"
103446,27331,Sound,2,9217,"Original Music Composer","Lalo Schifrin"
103447,27331,Camera,0,16189,"Director of Photography","Michael C. Butler"
103448,27331,Editing,2,12419,Editor,"Frank Morriss"
103480,27332,Directing,2,15858,Director,"Tim Hunter"
103481,27332,Writing,0,16174,Screenplay,"Charles S. Haas"
103487,27332,Writing,1,2868,Novel,"S.E. Hinton"
103501,13132,Directing,2,64141,Director,"David Gordon Green"
103502,13132,Writing,2,64141,Writer,"David Gordon Green"
103504,9896,Directing,2,3415,Director,"Jerry Zucker"
103505,9896,Writing,2,55373,Screenplay,"Andy Breckman"
103506,9896,Production,2,7779,Producer,"Sean Daniel"
103507,9896,Production,1,60097,Producer,"Janet Zucker"
103508,9896,Production,2,3415,Producer,"Jerry Zucker"
103509,9896,Sound,2,11098,"Original Music Composer","John Powell"
103510,9896,Camera,2,11371,"Director of Photography","Thomas E. Ackerman"
103511,9896,Editing,2,21223,Editor,"Tom Lewis"
103538,27342,Directing,2,23858,Director,"Harley Cokeliss"
103539,27342,Writing,0,32083,Screenplay,"Christopher Frank"
103540,27342,Writing,0,578788,Novel,"William P. Wingate"
103543,27346,Directing,2,44765,Director,"William Lustig"
103544,27346,Production,2,44765,Producer,"William Lustig"
103545,27346,Writing,2,16525,Screenplay,"Joe Spinell"
103546,27346,Production,2,16525,"Executive Producer","Joe Spinell"
103547,27346,Production,0,101605,"Executive Producer","Judd Hamilton"
103548,27346,Production,0,90387,Producer,"Andrew W. Garroni"
103549,27346,Production,0,90387,"Production Manager","Andrew W. Garroni"
103550,27346,Sound,0,73345,"Original Music Composer","Jay Chattaway"
103551,27346,Crew,2,101608,"Makeup Effects","Rob Bottin"
103552,27346,Crew,2,11161,"Makeup Effects","Tom Savini"
103566,9901,Production,0,60168,Producer,"Emmanuel Goldstein"
103567,9901,Camera,0,60171,"Director of Photography","Michael Kaegler"
103568,9901,Camera,0,60169,"Director of Photography","Bryan Newman"
103570,9901,Editing,0,60172,Editor,"Brian Libfeld"
103573,9901,Camera,0,60173,"Director of Photography","Guy Gustafson"
103581,9901,Editing,0,60184,Editor,"Michael Kaegler"
103582,9901,Directing,0,60168,Director,"Emmanuel Goldstein"
103584,9902,Directing,0,60243,Director,"Rob Schmidt"
103585,9902,Writing,2,56452,Screenplay,"Alan B. McElroy"
103586,9902,Production,2,11697,Producer,"Erik Feig"
103587,9902,Production,2,60260,Producer,"Brian J. Gilbert"
103588,9902,Production,2,4017,Producer,"Robert Kulzer"
103589,9902,Production,2,60261,Producer,"Stan Winston"
103590,9902,Sound,2,43609,"Original Music Composer","Elia Cmiral"
103591,9902,Camera,2,31175,"Director of Photography","John S. Bartley"
103596,9902,Editing,2,59326,Editor,"Michael Ross"
103605,27352,Directing,2,51572,Director,"Aaron Norris"
103606,27352,Writing,2,129612,Writer,"James Bruner"
103607,27352,Writing,2,51576,Writer,"Chuck Norris"
103620,27352,Writing,2,53394,Characters,"Steve Bing"
103621,27352,Writing,2,72259,Characters,"Larry Levinson"
103622,27352,Writing,2,73587,Characters,"Arthur Silver"
103623,27352,Production,2,33008,Producer,"Menahem Golan"
103624,27352,Sound,0,73345,"Original Music Composer","Jay Chattaway"
103625,27352,Camera,2,58818,"Director of Photography","João Fernandes"
103626,27352,Editing,0,1201079,Editor,"Ken Bornstein"
103627,27352,Editing,2,21119,Editor,"Michael J. Duthie"
103643,27362,Directing,2,30309,Director,"Peter Greenaway"
103644,27362,Writing,2,30309,Writer,"Peter Greenaway"
103645,27367,Directing,2,10001,Director,"William Wyler"
103651,27367,Writing,2,115849,Screenplay,"Arthur Wimperis"
103652,27367,Writing,2,14857,Screenplay,"George Froeschel"
103654,9905,Directing,2,2034,Director,"Danny Boyle"
103655,9905,Writing,2,8999,Screenplay,"John Hodge"
103656,9905,Sound,2,7741,Music,"Simon Boswell"
103657,9905,Camera,2,473,"Director of Photography","Brian Tufano"
103658,9905,Editing,2,9001,Editor,"Masahiro Hirakubo"
103659,9905,Production,2,2035,Producer,"Andrew Macdonald"
103666,9905,Production,0,589662,"Executive Producer","Allan Scott"
103678,27375,Directing,2,139002,Director,"David Maysles"
103679,27375,Directing,1,1477,Director,"Charlotte Zwerin"
103680,27375,Directing,2,1418,Director,"Albert Maysles"
103681,27378,Directing,2,6818,Director,"Werner Herzog"
103682,27378,Writing,2,6818,Writer,"Werner Herzog"
103683,27378,Writing,2,97595,Writer,"Herbert Achternbusch"
103692,27380,Directing,2,67767,Director,"Hal Needham"
103695,27380,Writing,0,118280,Story,"Bob Kachler"
103696,27380,Writing,2,118281,Screenplay,"James Whittaker"
