id,adult,budget,homepage,original_language,original_title,title,tagline,overview,popularity,release_date,revenue,runtime
11934,False,30000000,,en,"The Hudsucker Proxy","The Hudsucker Proxy","They took him for a fall guy... but he threw them for a hoop.","A naive business graduate is installed as president of a manufacturing company as part of a stock scam.",7.550545,1994-03-11,0,111.0
106143,False,40000000,,en,"I'll Do Anything","I'll Do Anything",,"Matt Hobbs is a talented but unsuccessful actor. When estranged (and strange) ex-wife Beth dumps their daughter Jeannie on Matt, father and daughter have a lot of adjusting to do. His budding relationship with attractive production assistant Cathy Breslow is made complicated, while the precocious child is overly accustomed to getting her own way. Matt eventually faces the choice of family vs career in a particularly difficult way.",1.742974,1994-02-04,0,115.0
12475,False,0,,en,"In the Army Now","In the Army Now","Sleep tight, America! The safety of the free world rests in his hands!","Bones Conway and Jack Kaufman didn't really know what they were in for when they enlisted in the U.S. Army; they just wanted to get a job and make some money. But these new recruits are so hapless, they run the risk of getting kicked out before their military careers even begin. Soon, though, they're sent to the Middle East to fight for their country -- which they manage to do in their own wacky ways.",6.071466,1994-08-12,28881266,91.0
9386,False,40000000,,en,"In the Line of Fire","In the Line of Fire","An assassin on the loose. A president in danger. Only one man stands between them...","Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",12.637158,1993-07-08,176997168,128.0
7984,False,13000000,,en,"In the Name of the Father","In the Name of the Father","Falsely accused. Wrongly imprisoned. He fought for justice to clear his father's name.","A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",7.405895,1993-12-12,65796862,133.0
59930,False,0,,en,"The Inkwell","The Inkwell","Summer's Never Been So Much Fun!","The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.",0.613335,1994-04-22,8880705,110.0
15765,False,0,,en,"What's Love Got to Do with It","What's Love Got to Do with It","Who needs a heart when a heart can be broken?","A film about the singer Tina Turner and how she rose to stardom with her abusive husband Ike Turner and how she gained the courage to break free.",14.820883,1993-06-09,0,118.0
31643,False,30000000,,en,"Jimmy Hollywood","Jimmy Hollywood",,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",4.563989,1994-03-30,0,112.0
6,False,0,,en,"Judgment Night","Judgment Night","Don't move. Don't whisper. Don't even breathe.","While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat &amp; mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama",5.538671,1993-10-15,12136938,110.0
329,False,63000000,http://www.jurassicpark.com/,en,"Jurassic Park","Jurassic Park","An adventure 65 million years in the making.","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",8.863776,1993-06-11,920100000,127.0
10909,False,9000000,http://www.mgm.com/#/our-titles/1024/Kalifornia,en,Kalifornia,Kalifornia,"Fear never travels alone.","A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",8.4337,1993-09-01,2395231,117.0
507,False,1500000,,en,"Killing Zoe","Killing Zoe",,"Zed (Eric Stoltz) is an American vault-cracker who travels to Paris to meet up with his old friend Eric (Jean-Hugues Anglade). Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",4.948569,1993-10-01,418961,96.0
34024,False,0,,en,"King of the Hill","King of the Hill","When the world turns upside down, the trick is coming out on top.","Based on the Depression-era bildungsroman memoir of writer A. E. Hotchner, the film follows the story of a boy struggling to survive on his own in a hotel in St. Louis after his mother is committed to a sanatorium with tuberculosis. His father, a German immigrant and traveling salesman working for the Hamilton Watch Company, is off on long trips from which the boy cannot be certain he will return.",4.375347,1993-08-20,0,103.0
29918,False,0,,en,Lassie,Lassie,"Best Friends Are Forever","An update of the Lassie legend stars Thomas Guiry as a troubled city kid whose family retreats to the country, where he befriends the famous collie and changes for the better. Conflict develops when a ruthless sheep rancher causes trouble for everyone.",3.645342,1994-07-22,0,94.0
9593,False,85000000,,en,"Last Action Hero","Last Action Hero","This isn't the movies anymore.","Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.",9.434006,1993-06-18,137298489,130.0
42580,False,0,,en,"Life With Mikey","Life With Mikey","He's a talent agent. She's a thief. Looks like they've already got something in common.","Michael Chapman was once a child TV star. But when he grew up, he couldn't get work. So he and his brother, Ed start their own talent agency that specializes in child acts. They can't seem to find the next big thing and they have to deal with another agency who's not above bribery to get the kids to sign with them. One day Michael meets a girl named Angie and she's a real spitfire. Michael thinks she could be what they are looking for. Problem is that she has a big chip on her shoulder.",6.446229,1993-06-04,0,91.0
22317,False,0,,en,"Lightning Jack","Lightning Jack",,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.",2.913584,1994-03-11,0,98.0
1413,False,0,,en,"M. Butterfly","M. Butterfly",,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.",6.516976,1993-09-09,1499795,101.0
12121,False,22000000,,en,"Made in America","Made in America","At the sperm-bank she asked for a tall, intelligent, black man. One out of three ain't bad.","A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.",5.43085,1993-05-27,0,111.0
2246,False,0,,en,Malice,Malice,"Her doctor wasn't playing God. He thought he was God.","A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",9.861672,1993-09-29,46405336,107.0
10502,False,0,,en,"The Man without a Face","The Man without a Face","A fatherless boy had almost given up all his dreams... until one man believed in him enough to make them come true.","The story of a relationship between a teacher and his troubled pupil. Justin McLeod is a former teacher who lives as a recluse on the edge of town. His face is disfigured from an automobile accident and fire ten years before in which a boy was incinerated and for which he was convicted of involuntary manslaughter. He is also suspected of being a pedophile. He is befriended by Chuck, causing the town's suspicion and hostility to be ignited. McLeod inculcates in his protege a love of justice and freedom from prejudice which sustains him beyond the end of the film.",5.997712,1993-08-25,24760338,114.0
10440,False,13500000,,en,"Manhattan Murder Mystery","Manhattan Murder Mystery","Keaton & Allen reunited for fun flick!","A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.",8.939404,1993-08-18,11285588,104.0
9516,False,3500000,,en,"Menace II Society","Menace II Society","This is the truth. This is what's real.","Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city.",5.260924,1993-05-26,27900000,97.0
2320,False,55000000,,en,"Executive Decision","Executive Decision","Fasten your seat belts","Terrorists hijack a 747 inbound to Washington D.C., demanding the the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",13.106291,1996-03-15,121969216,133.0
5879,False,0,,ja,??????,"In the Realm of the Senses",,"Based on a true story set in pre-war Japan, a man and one of his servants begin a torrid affair. Their desire becomes a sexual obsession so strong that to intensify their ardor, they forsake all, even life itself.",8.932494,1976-05-15,0,105.0
83718,False,0,,en,"What Happened Was...","What Happened Was...",,"Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night.",0.534606,1994-09-09,0,91.0
11971,False,8000000,,en,"Much Ado About Nothing","Much Ado About Nothing","Romance. Mischief. Seduction. Revenge. Remarkable.","In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",8.62724,1993-05-07,0,111.0
2625,False,0,,en,"Mr. Jones","Mr. Jones","Everything That Makes Him Dangerous Makes Her Love Him More","The story about the relationship between a manic depressive man, Mr Jones, and the female doctor who takes more than a professional interest in his treatment.",6.579753,1993-10-08,0,114.0
31911,False,0,,en,"Mr. Wonderful","Mr. Wonderful","Sometimes love is a stranger. And sometimes it's someone you've known all your life.","Electrician Gus gets the chance to fulfill a childhood dream by buying an old bowling-alley with some of his friends.",13.011091,1993-10-15,0,98.0
788,False,25000000,,en,"Mrs. Doubtfire","Mrs. Doubtfire","She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.","Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",11.16553,1993-11-24,441286195,125.0
21450,False,0,,en,Naked,Naked,,"Johnny flees Manchester for London, to avoid a beating from the family of a girl he has raped. There he finds an old girlfriend, and spends some time homeless, spending much of his time ranting at strangers, and meeting characters in plights very much like his own.",8.665198,1993-09-14,0,131.0
11231,False,12000000,,en,"The Next Karate Kid","The Next Karate Kid","Who says the good guy has to be a guy?","During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",9.9697,1994-07-18,15826984,107.0
41588,False,0,,en,"The New Age","The New Age","A shopping spree for the morally bankrupt.","Peter and Katherine Witner are Southern California super-yuppies with great jobs but no center to their lives. When they both lose their jobs and begin marital infidelities, their solution is to start their own business together. In order to find meaning to their empty lives, they follow various New Age gurus and other such groups. Eventually, they hit rock bottom and have make some hard decisions",0.596207,1994-09-16,0,112.0
10447,False,20000000,,en,"No Escape","No Escape","No Guards. No Walls.","In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",9.715187,1994-04-29,15340000,118.0
31586,False,40000000,,en,North,North,"A family comedy that appeals to the child in everyone.","Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus north starts off on an hilarious journey around the world to find the parents that really care about him.",15.534707,1994-07-22,0,87.0
9300,False,4000000,,en,Orlando,Orlando,,"In 1600, nobleman Orlando inherits his parents' house, thanks to Queen Elizabeth I, who commands the young man to never change. After a disastrous affair with Russian princess Sasha, Orlando looks for solace in the arts before being appointed ambassador to Constantinople in 1700, where war is raging. One morning, Orlando is shocked to wake up as a woman and returns home, struggling as a female to retain her property as the centuries roll by.",3.800785,1992-09-01,0,93.0
9559,False,30000000,,en,"A Perfect World","A Perfect World",,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",8.040589,1993-11-24,135130999,138.0
9800,False,26000000,,en,Philadelphia,Philadelphia,"No one would take on his case... until one man was willing to take on the system.","No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.",13.373006,1993-12-22,206678440,125.0
713,False,7000000,,en,"The Piano","The Piano",,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",7.436758,1993-05-19,116700000,121.0
8291,False,14000000,http://www.janetjackson.com,en,"Poetic Justice","Poetic Justice","A Street Romance.","In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",6.972599,1993-07-23,27515786,109.0
18133,False,0,,en,"The Program","The Program","From Different Worlds They Come To Prove Themselves In The Gritty World of College Football.","Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",3.199976,1993-09-24,23042200,112.0
25557,False,0,,en,"The Puppet Masters","The Puppet Masters","Trust No One","The Earth is invaded by alien parasites aka ""slugs"" that ride on people's backs and control their minds. A trio of American government agents attempt to thwart this.",7.272296,1994-10-21,8638072,109.0
22588,False,0,,en,"Radioland Murders","Radioland Murders","At station WBN, the hits just keep on coming.","In 1939, WBN, a fourth radio network, is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough, Penny Henderson, the owner's secretary, must deal with an unhappy sponsor, an overbearing boss and a soon-to-be ex-husband who desperately wants her back. As the broadcast begins, a mysterious voice breaks the broadcast and suddenly members of the cast turn up dead. It's up to her husband Roger, to find out whodunit as the police chase him through the halls of WBN.",8.506727,1994-10-21,0,108.0
10872,False,11000000,,en,"The Ref","The Ref","They might be his hostages but what they're doing to this guy is criminal.","A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",5.868677,1994-03-09,11439193,97.0
1245,False,11500000,,en,"The Remains of the Day","The Remains of the Day","Diamond in the Rough","A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.",12.222576,1993-11-05,23237911,134.0
11858,False,40000000,,en,"Renaissance Man","Renaissance Man","One Man's Mission To Teach The Few, The Proud... The Impossible!","Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",4.985157,1994-06-03,24332324,128.0
7007,False,0,,en,"Rising Sun","Rising Sun","A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.","When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner and Web Smith are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",6.279082,1993-07-30,107198790,125.0
10467,False,0,,en,"The Road to Wellville","The Road to Wellville","A comedy of the heart and other organs.","An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",3.416181,1994-10-28,0,118.0
5550,False,22000000,,en,"RoboCop 3","RoboCop 3","He's back to lay down the law.","The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",8.685798,1993-04-17,10696210,104.0
8005,False,20000000,,en,"Robin Hood: Men in Tights","Robin Hood: Men in Tights","The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?","Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",17.136672,1993-07-28,35739755,104.0
2088,False,11500000,,en,"Romeo Is Bleeding","Romeo Is Bleeding","The story of a cop who wanted it bad and got it worse.","A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.",9.796318,1993-09-13,3275585,100.0
10412,False,0,,en,"Romper Stomper","Romper Stomper","Give Him Smack In Head Special ...","Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",5.157926,1992-03-05,0,94.0
47889,False,800000,,en,"Ruby in Paradise","Ruby in Paradise","A woman's search for herself.","Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.",0.941994,1993-10-08,1001437,114.0
14534,False,12000000,,en,Rudy,Rudy,"It's not the size of the dog in the fight, It's the size of the fight in the dog.","Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",5.914833,1993-09-17,22750363,114.0
56583,False,0,,en,"The Saint of Fort Washington","The Saint of Fort Washington",,"Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.",1.065843,1993-11-03,0,99.0
41878,False,0,,fr,"Les Nuits Fauves","Savage Nights",,"Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura does he come to realize his bisexuality. Jean has to overcome a personal crisis and a tough choice between Laura and his male lover Samy.",1.031556,1992-08-19,0,126.0
424,False,22000000,http://www.schindlerslist.com/,en,"Schindler's List","Schindler's List","Whoever saves one life, saves the world entire.","The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.",41.725123,1993-11-29,321365567,195.0
35233,False,0,,en,"The Scout","The Scout","He was praying for a miracle. What he got was Steve Nebraska.","When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo (Albert Brooks) gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska (Brendan Fraser). Soon, the Bronx Bombers put a $55 million contract on the table -- provided a psychiatrist (Dianne Wiest) can affirm Nebraska's mental stability. Watch for Yankees owner George Steinbrenner's cameo.",5.715608,1994-09-30,0,101.0
14291,False,0,,en,"Searching for Bobby Fischer","Searching for Bobby Fischer","Every journey begins with a single move.","A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.",12.048587,1993-08-13,7266383,110.0
103413,False,0,,en,"Second Best","Second Best",,"The difficult relationship between a british postal officer and his adoptive son.",0.882596,1994-09-30,0,105.0
11236,False,0,,en,"The Secret Garden","The Secret Garden","The timeless tale of a special place where magic, hope and love grow.","A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.",6.499523,1993-08-13,0,102.0
11592,False,13000000,,en,"Serial Mom","Serial Mom","Every Mom Wants to Be Wanted, But Not For Murder One!","A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.",5.305311,1994-04-13,7820688,95.0
8850,False,25000000,,en,"The Shadow","The Shadow","The Shadow Knows!","Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",7.881107,1994-07-01,48063435,108.0
10445,False,22000000,,en,Shadowlands,Shadowlands,,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham",2.96586,1993-12-25,0,131.0
695,False,0,,en,"Short Cuts","Short Cuts","Short Cuts raises the roof on America.","Multi-storied, fish-eyed look at American culture with some 22 characters intersecting--profoundly or fleetingly--through each other's lives. Running the emotional gamut from disturbing to humorous, Altman's portrait of the contemporary human condition is nevertheless fascinating. Based on nine stories and a prose poem by Raymond Carver.",8.829337,1993-09-05,6110979,187.0
43535,False,0,,en,"A Simple Twist of Fate","A Simple Twist of Fate","A twist of fate brought them something wonderful... Each other!","When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart. He names her Matilda, and raises her, finding companionship and a new joy in life with his adopted daughter. But the secret of Matilda's birth may tear them apart.",4.13516,1994-09-02,0,106.0
12519,False,0,,en,Sirens,Sirens,"In the 1930s, an artist and his models scandalized a nation with their controversial paintings. For a young couple, meeting them was the experience of a lifetime.","In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",2.86213,1993-10-01,7770731,98.0
23210,False,0,,en,"Six Degrees of Separation","Six Degrees of Separation","For Paul, every person is a new door to a new world.","The story of a young, gay black con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.",8.730025,1993-12-08,0,112.0
858,False,21000000,,en,"Sleepless in Seattle","Sleepless in Seattle","What if someone you never met, someone you never saw, someone you never knew was the only someone for you?","A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad�s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.",10.234919,1993-06-24,227799884,105.0
867,False,40000000,,en,Sliver,Sliver,"You like to watch... don't you?","A women moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after the tenant fell from the balcony.",11.23297,1993-05-21,116300000,108.0
78,False,28000000,http://www.warnerbros.com/blade-runner,en,"Blade Runner","Blade Runner","Man has made his match... now it's his problem.","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",96.272374,1982-06-25,33139618,117.0
13203,False,0,,en,"Son in Law","Son in Law","He's a relative nightmare.","Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fianc�.",9.122718,1993-07-02,36448200,95.0
10442,False,20000000,,en,"So I Married an Axe Murderer","So I Married an Axe Murderer","The honeymoon was killer.","Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",8.051914,1993-07-30,11585483,93.0
11074,False,30,,en,"Striking Distance","Striking Distance","They shouldn't have put him in the water, if they didn't want him to make waves.","Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",13.390917,1993-09-17,0,102.0
33367,False,0,,en,Harem,Harem,,"Diane is a sophisticated trainee on the New York Stock Exchange who is suddenly kidnapped and held captive in a North African desert hideaway by Selim, an Arab mogul.",1.825468,1985-11-20,0,113.0
9607,False,48000000,,en,"Super Mario Bros.","Super Mario Bros.","This Ain't No Game.","Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",7.198455,1993-05-28,20915465,104.0
17585,False,7400000,,en,"Surviving the Game","Surviving the Game","The ultimate manhunt.","Mason is a man down on his luck with nothing to lose when he's approached to lead a group of wealthy hunters on an expedition in the Pacific Northwest. But things get really twisted when Mason discovers the group isn't after wild animals -- they're after him.",3.644641,1994-04-15,7690013,96.0
9057,False,50000000,,en,"Terminal Velocity","Terminal Velocity","It's not the fall that kills you...","A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.",8.012225,1994-09-23,16478900,102.0
20967,False,0,,en,"Thirty Two Short Films About Glenn Gould","Thirty Two Short Films About Glenn Gould","The sound of genius.","A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",0.873068,1993-11-26,0,93.0
10635,False,0,,en,Threesome,Threesome,"One girl. Two guys. Three possibilities.","Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, Alex falls for Eddy, and Stuart lusts after Alex.",10.82236,1994-04-08,0,93.0
9479,False,18000000,,en,"The Nightmare Before Christmas","The Nightmare Before Christmas","A ghoulish tale with wicked humor & stunning animation.","Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",17.730913,1993-10-09,75634409,76.0
10057,False,30000000,http://movies.disney.com/the-three-musketeers,en,"The Three Musketeers","The Three Musketeers","All for one and one for all!","D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",6.34785,1993-11-11,53898845,105.0
11969,False,25000000,,en,Tombstone,Tombstone,"Justice is coming.","Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",11.338194,1993-12-25,56505065,130.0
41590,False,0,,en,"Trial by Jury","Trial by Jury","For one juror, the question of guilt or innocence is a matter of life or death... her own.","Valerie is a juror in the trail of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",0.85586,1994-09-09,0,107.0
319,False,12500000,,en,"True Romance","True Romance","Stealing, Cheating, Killing. Who said romance was dead?","Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",17.189328,1993-09-09,12281551,120.0
