cid,movie_id,character,gender,person_id,name
24348,10034,Shannon,1,6613,"Minnie Driver"
24349,10034,Frances,1,1980,"Mary McCormack"
24350,10034,Mason,2,2449,"Kevin McNally"
24351,10034,Danny,2,41042,"Danny Dyer"
24352,10034,Kerrigan,2,5658,"Michael Gambon"
24353,10034,Ray,2,17123,"Darren Boyd"
24354,10034,Tremaine,2,20999,"Mark Williams"
24355,10034,Tony,0,62258,"Simon Scardifield"
24356,10034,Barry,2,62259,"Len Collin"
24357,10034,Doctor,2,62262,"Ranjit Krishnamma"
24358,10034,Receptionist,0,62260,"Jane Partridge"
24359,10034,"Bloodied actor",0,62264,"Ben Walden"
24360,10034,"Romantic actor",0,62263,"Mark Meadows"
24361,10034,Suspect,0,62266,"Danny Babington"
24362,10034,McGill,2,39185,"Kevin Eldon"
24363,10034,Rogers,2,5473,"Julian Wadham"
24364,10034,Director,2,26860,"John Sessions"
24365,10034,Barman,0,62267,"Paul Brown"
24366,10034,"Duty Sergeant",0,24598,"Michael Attwell"
24367,10034,Paramedic,0,40078,"Jason Griffiths"
24386,1700,"Paul Sheldon",2,3085,"James Caan"
24387,1700,"Annie Wilkes",1,8534,"Kathy Bates"
24388,1700,Buster,2,5605,"Richard Farnsworth"
24389,1700,Virginia,1,36926,"Frances Sternhagen"
24390,1700,"Marcia Sindell",1,7570,"Lauren Bacall"
24391,1700,Libby,2,36927,"Graham Jarvis"
24392,1700,"Helicopter Pilot",2,3026,"Rob Reiner"
24393,1700,"State Trooper Sherman Douglas",2,22131,"J.T. Walsh"
24394,1700,Pete,2,137910,"Jerry Potter"
24395,1701,"Cameron Poe",2,2963,"Nicolas Cage"
24401,1701,"Marshal Vince Larkin",2,3036,"John Cusack"
24402,1701,"Cyrus Grissom",2,6949,"John Malkovich"
24403,1701,"Nathan Jones",2,10182,"Ving Rhames"
24404,1701,"William Bedford",2,18461,"Nick Chinlund"
24405,1701,"Garland Greene",2,884,"Steve Buscemi"
24406,1701,"Duncan Malloy",2,17782,"Colm Meaney"
24407,1701,"Sally Bishop",1,10768,"Rachel Ticotin"
24408,1701,"Joe Parker",2,4169,"Dave Chappelle"
24409,1701,"Mike O'Dell",2,34,"Mykelti Williamson"
24410,1701,"Johnny Beca",2,11160,"Danny Trejo"
24411,1701,"Swamp Thing",2,22132,"M.C. Gainey"
24412,1701,"Guard Falzon",2,9276,"Steve Eastin"
24413,1701,"Ramon Martinez",2,28863,"Renoly Santiago"
24414,1701,"Tricia Poe",1,2140,"Monica Potter"
24415,1701,"Casey Poe",1,28864,"Landry Allbright"
24416,1702,"Hayden Cale",1,36898,"Ely Pouget"
24417,1702,"Jack Dante",2,1370,"Brad Dourif"
24418,1702,"John Carpenter",2,663,"William Hootkins"
24419,1702,"Sam Raimi",2,36900,"John Sharian"
24420,1702,Yutani,2,36901,"Martin McDougall"
24421,1702,Weyland,2,10673,"Andreas Wisniewski"
24422,1702,"Scott Ridley",2,3901,"Richard Brake"
24423,1702,"Sheriff Dickson",0,36902,"Alex Brooks"
24424,1702,"Glitching Hardman",2,36903,"Stuart St. Paul"
24425,1702,"Junior Executive",1,3293,"Rachel Weisz"
24426,1702,"Deputy Sheriff Randall",0,36905,"Fredrick Lopez"
24439,1705,Caesar,2,7505,"Roddy McDowall"
24440,1705,Mandemus,2,2007,"Lew Ayres"
24441,1705,"Cornelius II",2,18677,"Bobby Porter"
24442,1705,Mutant,2,18678,"Richard Eastham"
24443,1705,Aldo,2,4307,"Claude Akins"
24446,1705,Lisa,1,18648,"Natalie Trundy"
24447,1705,Virgil,2,35040,"Paul Williams"
24448,1705,MacDonald,2,103707,"Austin Stoker"
24449,1705,Teacher,2,106121,"Noah Keen"
24450,1705,Alma,1,16096,"France Nuyen"
24451,1705,Kolp,2,99829,"Severn Darden"
24452,1705,Mendez,2,160494,"Paul Stevens"
24453,1705,Doctor,1,153641,"Heather Lowe"
24454,1705,Jake,2,101453,"Michael Stearns"
24455,1705,Soldier,2,196057,"Cal Wilson"
24457,1705,Julie,1,13023,"Colleen Camp"
24462,1710,"Helen Hudson",1,10205,"Sigourney Weaver"
24463,1710,"M.J. Monahan",1,18686,"Holly Hunter"
24464,1710,"Nico Letti",2,883,"Will Patton"
24465,1710,"Peter Foley",2,18687,"William McNamara"
24466,1710,"Doryll Lee Cullum",2,18688,"Harry Connick Jr."
24467,1710,"Lt. Quinn",2,5169,"J.E. Freeman"
24474,1710,"Ruben Goetz",2,20212,"Dermot Mulroney"
24477,1710,"Susan Schiffer",1,154691,"Shannon O'Hurley"
24478,1710,Pachulski,2,95838,"Bob Greene"
24479,1710,Kerby,0,215904,"Tony Haney"
24480,1710,Kostas,0,1074167,"Danny Kovacs"
24481,1710,Landis,0,167781,"Tahmus Rounds"
24482,1710,"Cop #1",0,1074168,"Scott Devenney"
24483,1710,Mike,0,1074169,"David Michael Silverman"
24484,1710,Andy,2,60205,"John Rothman"
24485,1712,"Leslie Lynnton Benedict",1,3635,"Elizabeth Taylor"
24486,1712,"Jordan ""Bick"" Benedict Jr.",2,18735,"Rock Hudson"
24487,1712,"Jett Rink",0,2749,"James Dean"
24488,1712,"Luz Benedict II",1,14701,"Carroll Baker"
24489,1712,"Vashti Synthe",1,18736,"Jane Withers"
24490,1712,"Uncle Bawley",2,14001,"Chill Wills"
24491,1712,"Luz Benedict",1,18737,"Mercedes McCambridge"
24492,1712,"Jordan ""Jordy"" Benedict III",2,2778,"Dennis Hopper"
24493,1712,"Angel Obregón II",2,2770,"Sal Mineo"
24508,1712,"Sir David Karfrey",2,8229,"Rod Taylor"
24509,1712,"Mrs. Nancy Lynnton",1,7686,"Judith Evelyn"
24510,1712,"'Bob' Dace",2,12313,"Earl Holliman"
24511,1712,"Mort 'Pinky' Snythe",2,12357,"Robert Nichols"
24512,1712,"Dr. Horace Lynnton",2,8496,"Paul Fix"
24513,1712,"Old Polo",2,96284,"Alexander Scourby"
24514,1712,"Judge Oliver Whiteside",0,54683,"Charles Watts"
24515,1712,"Juana Guerra Benedict",0,233128,"Elsa Cárdenas"
24516,1712,"Lacey Lynnton",1,78851,"Carolyn Craig"
24517,1712,"Bale Clinch",0,179130,"Monte Hale"
24518,1712,"Gabe Target",2,4080,"Sheb Wooley"
24519,1712,"Adarene Clinch",0,233129,"Mary Ann Edwards"
24520,1712,"Angel Obregón Sr.",0,94893,"Victor Millan"
24521,1712,Sarge,0,115077,"Mickey Simpson"
24522,1712,"Mrs. Obregón",0,165666,"Pilar Del Rey"
24523,1712,"Dr. Guerra",0,86353,"Maurice Jara"
24524,1712,"Lona Lane",1,132533,"Noreen Nash"
24525,1712,Watts,0,121056,"Ray Whitley"
24526,1712,"Jefferson Swazey",0,86371,"Napoleon Whiting"
24527,1712,"Judy Benedict",1,1269633,"Fran Bennett"
24534,10035,Matthew,2,17243,"Jonathan Tucker"
24536,10035,Patty,1,59192,"Emmanuelle Chriqui"
24537,10035,Rod,2,35768,"James DeBello"
24538,10035,Arlene,1,25541,"Katherine Heigl"
24540,10035,Wendy,1,40978,"Larisa Oleynik"
24541,10035,Cynthia,1,56824,"Jaime Pressly"
24542,10035,Dora,1,27727,"Marissa Ribisi"
24543,10035,"Ms. Stern",1,35545,"Aimee Graham"
24544,10035,Dana,1,62280,"Ange Billman"
24545,10035,Sasha,1,43443,"Kristina Anapau"
24546,10035,"Janeite #2",1,62283,"Reilly McLaren"
24547,10035,"Janeite #1",1,62282,"Mónica Huarte"
24548,10035,Maureen,1,62281,"Rainbeau Mars"
24549,10035,Rhonda,1,62285,"Anya Marina"
24550,10035,Michelle,1,62286,"Josephine Angelini"
24551,10035,Barbara,1,62284,"Kristin Herold"
24552,10035,Penny,1,62288,"Julieanne Steger"
24553,10035,Rene,1,62287,"Ivana Bozilovic"
24554,10035,"Ball Buster",1,62289,"Danielle Hoover"
24555,10035,Crick,2,21065,"Johnny Green"
24563,1713,Cyrus,2,5281,"Spike Lee"
24564,1713,"Angie Tucci",1,18750,"Annabella Sciorra"
24565,1713,"Lucinda Purify",1,15532,"Ruby Dee"
24566,1713,"Pauline Carbone",2,1241,"John Turturro"
24567,1713,"Mike Tucci",2,7164,"Frank Vincent"
24568,1713,"Lou Carbone",2,5401,"Anthony Quinn"
24569,1713,Leslie,2,1370,"Brad Dourif"
24570,1713,o.A.,1,4587,"Halle Berry"
24571,1713,"Reverend Purify",2,15531,"Ossie Davis"
24572,1713,"Flipper Purify",2,10814,"Wesley Snipes"
24573,1713,Jerry,2,504,"Tim Robbins"
24574,1713,Drew,1,62127,"Lonette McKee"
24587,1714,"Guy Montag",2,18216,"Oskar Werner"
24588,1714,"Clarisse/Linda Montag",1,1666,"Julie Christie"
24589,1714,"The Captain",2,4973,"Cyril Cusack"
24590,1714,"Book Lady",1,18760,"Bee Duffell"
24591,1714,"Man with the Apple",2,18762,"Jeremy Spenser"
24592,1714,Machiavelli,2,18763,"Michael Balfour"
24593,1714,Jackie,1,18764,"Anna Palk"
24594,1714,Fabian,2,97935,"Anton Diffring"
24624,1715,"Homer Wells",2,2219,"Tobey Maguire"
24625,1715,"Candy Kendall",1,6885,"Charlize Theron"
24626,1715,"Arthur Rose",2,18792,"Delroy Lindo"
24627,1715,"Lt. Wally Worthington",2,22226,"Paul Rudd"
24628,1715,"Dr. Wilbur Larch",2,3895,"Michael Caine"
24629,1715,"Nurse Edna",1,13724,"Jane Alexander"
24630,1715,"Nurse Angela",1,1907,"Kathy Baker"
24631,1715,"Rose Rose",1,4237,"Erykah Badu"
24632,1715,Buster,0,18793,"Kieran Culkin"
24633,1715,"Olive Worthington",1,18794,"Kate Nelligan"
24634,1715,Peaches,2,18795,"Heavy D"
24644,1716,"Marion Steiner",1,50,"Catherine Deneuve"
24645,1716,"Bernard Granger",2,16927,"Gérard Depardieu"
24646,1716,"Jean-Loup Cottins",2,18778,"Jean Poiret"
24647,1716,"Arlette Guillaume",1,10262,"Andréa Ferréol"
24648,1716,"Germaine Fabre",1,11535,"Paulette Dubost"
24649,1716,Daxiat,2,18558,"Jean-Louis Richard"
24650,1716,"Raymond Boursier",2,18779,"Maurice Risch"
24651,1716,"Nadine Marsac",1,18219,"Sabine Haudepin"
24652,1716,"Lucas Steiner",2,10263,"Heinz Bennent"
24653,1716,Valentin,0,18780,"René Dupré"
24663,10040,"Gracie Hart",1,18277,"Sandra Bullock"
24664,10040,"Sam Fuller",1,9788,"Regina King"
24665,10040,"Jeff Foreman",2,12798,"Enrique Murciano"
24666,10040,"Stan Fields",2,1748,"William Shatner"
24669,10040,"Carol Fields",1,39015,"Eileen Brennan"
24670,10040,"FBI Asst. Director Harry McDonald",2,8874,"Ernie Hudson"
24671,10040,"Agent Janet McKaren",1,126932,"Elisabeth Röhm"
24672,10040,"Karl Steele",2,17039,"Nick Offerman"
24673,10040,"Lou Steele",2,21132,"Abraham Benrubi"
24674,10040,"FBI Asst. Director Walter Collins",2,4515,"Treat Williams"
24675,10040,"Cheryl Frasier",1,26716,"Heather Burns"
24676,10040,"Joel Meyers",2,5727,"Diedrich Bader"
24677,10040,Octavia,1,6944,"Octavia Spencer"
24678,10040,Pam,1,1212123,"Leslie Grossman"
24679,1716,Merlin,2,3524,"Marcel Berbert"
24680,1716,"Bernard's Replacement",0,44107,"Christian Baltauss"
24681,1716,"Desk Clerk",0,1178342,"Pierre Belot"
24682,1716,"",0,1178343,"Aude Loring"
24683,1716,Marc,2,38868,"Alain Tasma"
24684,1716,"Jacquot's Mother / Concierge",0,20084,"Rose Thiéry"
24685,1716,Rosen,0,1178344,"Jacob Weizbluth"
24686,1716,"Christian Leglise",0,929337,"Jean-Pierre Klein"
24687,1716,"Greta Borg",0,1178345,"Renata Flores"
24688,1716,"Yvonne the Chambermaid",1,1178346,"Hénia Suchar"
24689,1716,"Lieutnant Bergen",0,38899,"László Szabó"
24690,1716,"Martine, the thief",0,1178347,"Martine Simonet"
24691,1716,"Rene Bernardini",0,1178348,"Jean-José Richer"
24692,1716,"Rosette Goldstern",0,1178349,"Jessica Zucman"
24693,1716,"Gestapo Officer",2,1977,"Richard Bohringer"
24694,1716,"Jacquôt",0,1178350,"Franck Pasquier"
24695,1716,"1st Nurse (uncredited)",0,1178352,"Alexandre Aumont"
24696,1716,(uncredited),0,1178354,"Marie-Dominique Henry"
24697,1716,(uncredited),0,1178355,"Philippe Vesque"
24704,1718,"Tex Bell",2,8729,"Alan Hale"
24705,1718,"Jeb Stuart",2,8724,"Errol Flynn"
24706,1718,"Kit Carson Holliday",1,8725,"Olivia de Havilland"
24707,1718,"George Custer",2,18802,"Ronald Reagan"
24708,1718,Rader,2,18803,"Van Heflin"
24709,1718,"John Brown",2,2669,"Raymond Massey"
24710,1718,"Jason Brown",2,14874,"Gene Reynolds"
24711,1718,"Bob Holliday",2,18805,"William Lundigan"
24712,1718,"Oliver Brown",2,12156,"Alan Baxter"
24713,1718,Townley,2,4303,"Ward Bond"
24714,1718,Martin,2,16766,"John Litel"
24715,1718,"Windy Brody",2,20368,"Henry O'Neill"
24717,1718,"Robert E. Lee",2,18586,"Moroni Olsen"
24718,1718,"Phil Sheridan",2,95623,"David Bruce"
24719,1718,"Barber Doyle",2,85897,"Hobart Cavanaugh"
24720,1718,"Major Sumner",2,13977,"Charles D. Brown"
24721,1718,Kitzmiller,0,3341,"Joe Sawyer"
24722,1718,"James Longstreet",2,34625,"Frank Wilcox"
24723,1718,"Shubel Morgan",2,8519,"Russell Simpson"
24724,1718,Gentry,2,30017,"Charles Middleton"
24725,1718,"Jefferson Davis",2,589728,"Erville Alderson"
24726,1718,"Windy Brody",2,95276,"Guinn Williams"
24738,1719,Nicole,1,18809,"Françoise Dorléac"
24739,1719,"Pierre Lachenay",2,18559,"Jean Desailly"
24740,1719,"Franca Lachenay",0,18810,"Nelly Benedetti"
24741,1719,"Clément",2,3509,"Daniel Ceccaldi"
24742,1719,Ingrid,0,18811,"Laurence Badie"
24743,1719,"Directeur cinéma Reims",0,18812,"Philippe Dumat"
24744,1719,Odile,0,18813,"Paule Emanuele"
24745,1719,Bontemps,0,18814,"Maurice Garrel"
24746,1719,"Sabine Lachenay",1,18219,"Sabine Haudepin"
24747,1719,"La secrétaire Dominique",0,18815,"Dominique Lacarrière"
24748,1719,Michel,2,18816,"Jean Lanier"
24749,1719,Chanoine,0,18817,"Pierre Risch"
24750,1720,"Nói Kristmundsson",2,18818,"Tómas Lemarquis"
24751,1720,"B. Kristmundsson",2,18819,"Þröstur Leó Gunnarsson"
24752,1720,"Íris Óskarsdóttir",0,18820,"Elín Hansdóttir"
24753,1720,"Óskar Halldórsson",0,18821,"Hjalti Rögnvaldsson"
24754,1720,Priester,0,18822,"Pétur Einarsson"
24777,1722,"Captain Antonio Corelli",2,2963,"Nicolas Cage"
24778,1722,Mandras,2,3894,"Christian Bale"
24779,1722,Drosoula,1,18847,"Irene Papas"
24780,1722,"Mr. Stamatis",0,18848,"Gerasimos Skiadaressis"
24781,1722,"Mrs. Stamatis",0,18849,"Aspasia Kralli"
24782,1722,Kokolios,2,18850,"Mihalis Giannatos"
24783,1722,"Father Aresenios",0,18851,"Dimitris Kaberidis"
24784,1722,Velisarios,0,18852,"Pietro Sarubbi"
24785,1722,"Eleni, Pelagia's Friend",0,18853,"Viki Maragaki"
24786,1722,"Dr. Iannis",2,5049,"John Hurt"
24787,1722,Pelagia,1,955,"Penélope Cruz"
24799,1723,"Florenze Barrett",1,18859,"Andrea Marcovicci"
24800,1723,"Alfred Miller",2,4776,"Michael Murphy"
24801,1723,"Howard Price",2,1243,"Woody Allen"
24802,1723,"Philip Sussman",2,18860,"Herschel Bernardi"
24803,1723,"Hecky Brown",2,18861,"Zero Mostel"
24809,1725,Maria,1,2769,"Natalie Wood"
24810,1725,Tony,2,6679,"Richard Beymer"
24811,1725,Riff,2,6725,"Russ Tamblyn"
24812,1725,Anita,1,13299,"Rita Moreno"
24813,1725,"Lieutenant Schrank",2,14063,"Simon Oakland"
24814,1725,Doc,2,18870,"Ned Glass"
24815,1725,"Officer Krupke",2,18871,"William Bramley"
24816,1725,Ice,0,18872,"Tucker Smith"
24817,1725,Bernardo,2,24880,"George Chakiris"
24821,1725,Anybodys,1,982293,"Susan Oakes"
24822,1725,Chino,2,975393,"Jose De Vega"
24823,1725,Graziella,0,955862,"Gina Trikonis"
24824,1725,Velma,0,1161036,"Carole D'Andrea"
24825,1725,"Baby John",0,1161038,"Eliot Feld"
24826,1725,Action,2,151333,"Tony Mordente"
24827,1725,A-Rab,2,29700,"David Winters"
24828,1725,"Big Deal",0,1161040,"Scooter Teague"
24829,1725,Consuelo,0,1161041,"Yvonne Othon"
24830,1725,"Glad Hand, the dance organizer",2,41230,"John Astin"
24831,1725,"Madam Lucia",1,80599,"Penny Santon"
24832,1725,Rosalia,0,1098447,"Suzie Kaye"
24833,1725,Francisca,0,1161043,"Joanne Miya"
24834,1725,Snowboy,0,1161044,"Bert Michaels"
24853,10046,"Mike Blueberry",2,1925,"Vincent Cassel"
24854,10046,"Maria Sullivan",1,3196,"Juliette Lewis"
24859,10046,Runi,2,7242,"Temuera Morrison"
24860,10046,"Rolling Star",2,7502,"Ernest Borgnine"
24861,10046,Woodhead,2,938,"Djimon Hounsou"
24862,10046,"Young Mike Blueberry",2,5312,"Hugh O'Conor"
24863,10046,"Wallace Sebastian Blount",2,147,"Michael Madsen"
24864,10046,"Greg Sullivan",2,18071,"Geoffrey Lewis"
24865,10046,Lola,1,59090,"Nichole Hiltz"
24866,10046,Madeleine,1,56402,"Vahina Giocante"
24867,10046,Uncle,2,10698,"Tchéky Karyo"
24868,10046,Prosit,2,1926,"Eddie Izzard"
24869,10046,"Jimmy McClure",2,17782,"Colm Meaney"
24870,10046,"Toothless Man",0,28462,"Dominique Bettenfeld"
24871,10046,Kateri,0,62475,"Kateri Walker"
24872,10046,Kheetseen,2,62476,Kestenbetsa
24873,10046,Billy,2,56401,"Jan Kounen"
24874,10046,"Pete the Barman",2,5440,"François Levantal"
24875,10046,"Young Runi",0,62478,"William Lightning"
24876,10046,Julio,2,62477,"Antonio Monroy"
24886,10047,"Jeanne d’Arc",1,63,"Milla Jovovich"
24887,10047,"The Conscience",2,4483,"Dustin Hoffman"
24888,10047,"Yolande of Aragon",1,6450,"Faye Dunaway"
24889,10047,"Charles VII",2,6949,"John Malkovich"
24890,10047,"Gilles de Rais",2,1925,"Vincent Cassel"
24891,10047,"Jean de Dunois",2,10698,"Tchéky Karyo"
24894,10047,Comrade,2,39678,"Rab Affleck"
24895,10047,"Look Out",0,24564,"Stéphane Algoud"
24896,10047,Bishop,0,214644,"Edwin Apps"
24897,10047,"English Judge",2,1715,"David Bailie"
24898,10047,Captain,2,44509,"Christian Barbier"
24899,10047,"English Judge",2,3548,"Timothy Bateson"
24900,10047,Nobleman,0,1077832,"David Begg"
24901,10047,Captain,0,1077833,"Christian Bergner"
24902,10047,Talbot,2,2355,"Andrew Birkin"
24903,10047,"Old Priest",0,140452,"John Boswall"
24904,10047,"The Bludgeoned French Soldier",0,1077834,"Matthew Bowyer"
24905,10047,"Domremy's Priest",2,9142,"Paul Brooke"
24906,10047,"Joan's Father",0,25675,"Bruce Byron"
24907,10047,"Vaucouleurs' Priest",2,40651,"Charles Cork"
24908,10047,Captain,0,1077835,"Patrice Cossoneau"
24909,10047,"Compiegne's Mayor",0,62441,"Tony D'Amario"
24910,10047,"Church's Peer",0,1077836,"Daniel Daujon"
24911,10047,Xaintrailles,0,61623,"Tonio Descanvelle"
24912,10047,Dijon,0,550110,"Philippe du Janerand"
24913,10047,"Mary of Anjou's Lady's Companion",0,549323,"Sissi Duparc"
24914,10047,"The Aunt",0,1077839,"Barbara Elbourn"
24915,10047,"La Tremoille",2,45849,"Christian Erickson"
24926,1727,"Rachel Varney",1,18891,"Joan Severance"
24927,1727,"Marianne Graves",1,18892,"Goldie Hawn"
24928,1727,"Eugene Sorensen",2,141,"David Carradine"
24929,1727,"Rick Jarmin",2,2461,"Mel Gibson"
24930,1727,"Joe Weyburn",2,537,"Stephen Tobolowsky"
24931,1727,Marvin,2,18894,"Harry Caesar"
24932,1727,"Lou Baird",2,9596,"Jeff Corey"
24933,1727,Raun,2,18895,"Alex Bruhanski"
24934,1727,Albert,2,1103,"Bill Duke"
24938,1727,"Paul Bernard",2,80342,"Jackson Davies"
24939,1727,"Molly Baird",0,152409,"Florence Patterson"
24940,1727,Lossen,0,184571,"Lossen Chambers"
24941,1727,Secretary,1,99209,"Wendy Van Riesen"
24944,1734,"Richard O'Connell",2,18269,"Brendan Fraser"
24945,1734,"Evelyn Carnahan O'Connell/Princess Nefertiri",1,3293,"Rachel Weisz"
24946,1734,"Jonathan Carnahan",2,10727,"John Hannah"
24947,1734,"High Priest Imhotep",2,16743,"Arnold Vosloo"
24948,1734,"Ardeth Bay",2,18041,"Oded Fehr"
24949,1734,"Mathayus the Scorpion King",2,18918,"Dwayne Johnson"
24950,1734,"Alexander O'Connell",2,18919,"Freddie Boath"
24951,1734,"Meela Nais/Anck Su Namun",1,18920,"Patricia Velásquez"
24958,1734,"Baltus Hafez",2,2629,"Alun Armstrong"
24959,1734,Lock-Nah,2,31164,"Adewale Akinnuoye-Agbaje"
24960,1734,"Izzy Buttons",2,30316,"Shaun Parkes"
24961,1734,Red,0,25675,"Bruce Byron"
24962,1734,Jacques,0,1010264,"Joe Dixon"
24963,1734,Spivey,2,208211,"Thomas Fisher"
24964,1734,"Pharaoh Seti I",2,25808,"Aharon Ipalé"
24965,1734,Shafek,0,178631,"Quill Roberts"
24966,1734,"Showgirl with Jonathan",1,120886,"Donna Air"
24967,1734,"Mountain of Flesh",0,1077874,"Trevor Lovell"
24992,1770,"Eamon de Valera",2,4566,"Alan Rickman"
24993,1770,"Michael Collins",2,3896,"Liam Neeson"
24994,1770,"Kitty Kiernan",1,1204,"Julia Roberts"
24995,1770,"Harry Roland",2,18992,"Aidan Quinn"
24996,1770,"Ned Broy",2,9029,"Stephen Rea"
24997,1770,"Joe O`Reilly",2,10985,"Ian Hart"
24998,1770,"Liam Tobin",2,2039,"Brendan Gleeson"
24999,1770,"Tom Cullen",2,18993,"Stuart Graham"
25000,1770,"o. A.",0,18995,"Michael Dwyer"
25003,1770,Smith,2,2468,"Sean McGinley"
25005,1770,"Vinny Byrne",2,87907,"Tom Murphy"
25006,1772,Yoyo,2,19023,"Stephen Mendillo"
25007,1772,"Joe Rinaldi",2,15183,"Tony Lo Bianco"
25008,1772,Riggs,2,2955,"Chris Cooper"
25009,1772,Bobby,0,20833,"Jace Alexander"
25010,1772,Zip,2,18342,"Todd Graff"
25011,1772,Asteroid,2,11064,"David Strathairn"
25012,1772,Stavros,0,20834,"Charlie Yanko"
25013,1772,Winn,2,3977,"Joe Morton"
25029,10050,"Kelly Woods",1,205,"Kirsten Dunst"
25030,10050,"Berke Landers",2,11107,"Ben Foster"
25031,10050,"Allison McAllister",1,41555,"Melissa Sagemiller"
25032,10050,"Felix Woods",2,3492,"Colin Hanks"
25033,10050,Maggie,1,8691,"Zoe Saldana"
25034,10050,"Beverly Landers",1,12967,"Swoosie Kurtz"
25035,10050,Basin,1,18973,"Mila Kunis"
25037,10050,"Frank Landers",2,42157,"Ed Begley Jr."
25038,10050,"Bentley 'Striker' Scrumfeld",2,81295,"Shane West"
25039,10050,"Dennis Wallace",0,62520,"Sisqó"
25040,10050,"Dr. Desmond Forrest Oates",2,519,"Martin Short"
25041,10050,"Mistress Moira",1,28639,"Carmen Electra"
25042,10050,Himself,2,35549,Coolio
25043,10050,"Peter Wong",2,62522,"Christopher Jacot"
25044,10050,Herself,1,62521,"Vitamin C"
25045,10050,"Dora Lynn Tisdale",1,62523,"Kylie Bax"
25047,10050,Jessica,0,62525,"Jeanie Calleja"
25048,10050,Chook,0,62527,"Park Bench"
25049,10050,Grendan,0,62526,"Daniel Enright"
25050,10050,"Little Steve",0,44176,"Dov Tiefenbach"
25053,1774,Himself,2,17087,"Michael Moore"
25054,1774,"Herself - Random House Media Escort",0,557874,"Elaine Bly"
25055,1774,Himself,2,46430,"Jim Czarnecki"
25056,1774,Himself,2,553646,"Brian Danitz"
25058,1775,"Sheriff Bud B. Boomer",2,7180,"John Candy"
25059,1775,"U.S. President",2,21278,"Alan Alda"
25060,1775,"Deputy Honey",1,24203,"Rhea Perlman"
25061,1775,"Stuart Smiley, National Security Advisor",2,7166,"Kevin Pollak"
25062,1775,"General Dick Panzer",2,9626,"Rip Torn"
25063,1775,"Roy Boy",2,18916,"Kevin J. O'Connor"
25064,1775,"Kabral Jabar",2,5502,"Bill Nunn"
25065,1775,"R.J. Hacker, President of Hacker Dynamics",2,3173,"G. D. Spradlin"
25066,1775,"Charles Jackal, NBS Reporter",2,26485,"Jim Belushi"
25067,1775,"RCMP Officer at Headquarters",2,3214,"Steven Wright"
25068,1775,"Gus, CIA Canada Desk Agent",0,1274,"Brad Sullivan"
25069,1775,"Edwin S. Simon, NBS News Anchor",2,15253,"Stanley Anderson"
25070,1775,"Russian President Vladimir Krushkin",2,92788,"Richard Council"
25071,1775,"Canadian Prime Minister Clark MacDonald",2,12900,"Wallace Shawn"
25072,1775,"Redneck Protester #2",2,17087,"Michael Moore"
25073,1775,"OPP Officer",2,707,"Dan Aykroyd"
25077,1777,himself,2,17087,"Michael Moore"
25078,1777,"himself (archive footage)",2,19011,"George W. Bush"
25079,1777,"himself (archive footage)",2,880,"Ben Affleck"
25080,1777,"Himself (archive footage)",2,18746,"Stevie Wonder"
25081,1777,"Himself - U.S. Vice President and Senate President (archive footage)",2,19013,"Al Gore"
25082,1777,"Himself (archive footage)",0,120576,"Saddam Hussein"
25083,1777,"Himself - Former U.S. President (archive footage)",2,46432,"George H. W. Bush"
25084,1777,"Himself (archive footage)",2,128057,"Ricky Martin"
25085,1777,"Himself (archive footage)",0,84384,"Osama Bin Laden"
25086,1777,"Himself - On 'Larry King Live' (archive footage)",2,44127,"Larry King"
25087,1777,"Himself (archive footage)",2,116341,"Bill Clinton"
25090,1777,"Himself (archive footage)",0,95779,"Donald Rumsfeld"
25091,1777,"Herself (archive footage)",0,1220626,"Condoleezza Rice"
25092,1777,"Himself (archive footage)",2,146687,"Tony Blair"
25093,1777,"Herself (archive footage)",0,111946,"Britney Spears"
25094,1777,"Himself (archive footage)",0,110380,"Colin Powell"
25095,1778,"Narrator (voice)",2,19026,"Paul Hough"
25096,1778,Himself,0,19027,"The Lizard"
25097,1778,Himself,0,19028,Scar
25098,1778,Himself,0,19029,Chaos
25099,1778,Himself,0,19030,Heartless
25108,1779,Himself,2,17087,"Michael Moore"
25119,1783,"Capt. Ernest Gordon",2,19047,"Ciarán McMenamin"
25120,1783,"Major Ian Campbell",2,18023,"Robert Carlyle"
25121,1783,"Lt. Jim 'Yanker' Reardon",2,2628,"Kiefer Sutherland"
25122,1783,"Sgt. Ito",0,19048,"Sakae Kimura"
25123,1783,"Dusty Miller",2,2983,"Mark Strong"
25124,1783,"Captain Noguchi",0,19049,"Masayuki Yui"
25142,10052,"Joe Darrow",2,1269,"Kevin Costner"
25145,10052,"Hugh Campbell",2,3977,"Joe Morton"
25146,10052,"Charlie Dickinson",2,12122,"Ron Rifkin"
25147,10052,"Emily Darrow",1,62547,"Susanna Thompson"
25148,10052,"Mrs. Belmont",1,8534,"Kathy Bates"
25149,10052,Ben,2,9829,"Jacob Smith"
25150,10052,"Jeffrey Reardon",2,55426,"Robert Bailey Jr."
25151,10052,Hal,2,21105,"Jay Thomas"
25152,10052,Flora,1,52878,"Lisa Banes"
25153,10052,Eric,2,13525,"Matt Craven"
25154,10052,"Charisse Darrow",1,25834,"Leslie Hope"
25155,10052,"Intake Nurse",1,17358,"Kim Staunton"
25156,10052,"Suicide Girl",1,55546,"Liza Weil"
